Module,GO_term,Overlap,P-value,Adjusted P-value,Odds Ratio,Genes
Ast19,protein-containing complex assembly (GO:0065003),73/267,7.741970549523502e-05,0.0077848316121782,1.7440152019170194,GSK3B;CD40;LRRK2;CTSZ;SLC2A1;LAMC1;CDC73;RIMS1;TFG;OPA1;PPP6R3;EP300;KIFAP3;DNM1L;KPNA3;MEN1;TLE4;DBNL;DNAJB12;ADAM10;MITF;CD2AP;TAPBP;PYGO1;PYGO2;F8;TRAPPC6B;PARD3;ZW10;PPID;VAMP3;YAP1;RAB1A;SEC23A;DHX9;SAR1B;CUL3;GOSR2;USO1;KLHL12;LIN7A;NOL3;TSPAN33;LMAN1;SCFD1;PARD6B;CAND1;ZNHIT6;LPXN;CD59;FADD;SH3BGR;SEC31A;BCL9L;TRAPPC2;CREBBP;SEC24B;SEC24A;NIFK;CSNK1A1;PDE4DIP;AFDN;BCL9;APC;CAPZA1;FAS;MDM4;MNAT1;FBXL7;FERMT2;FERMT3;PICALM;BET1
Ast19,negative regulation of G1/S transition of mitotic cell cycle (GO:2000134),17/37,7.724890961912184e-05,0.0077848316121782,3.9191259134345136,RB1;CDKN2B;CDKN2C;CDKN2A;DCUN1D3;FAM107A;JADE1;PTEN;CDC73;DLG1;WEE1;APC;CDK4;NACC2;ZNF655;BRD7;E2F7
Ast19,protein stabilization (GO:0050821),53/179,7.922351679060052e-05,0.0077848316121782,1.9466009572483167,USP33;PTEN;LAMP1;LAMP2;ZNF207;EP300;MFSD1;EPHA4;CCT2;COG7;COG3;MUL1;P3H1;ANK2;ATP1B2;HCFC1;CREB1;RABL3;PLPP3;IFT46;PRKN;GRN;STXBP4;SEL1L;MTMR9;WIZ;CREBL2;PIK3R1;NLK;STK4;TBRG1;BAG5;BAG2;PDCD10;CDC37L1;DVL3;TAF9B;ZBED3;CCT4;ATF7IP;CRTAP;UBE2B;WFS1;USP9X;HPS4;GLMP;PARVA;HYPK;PRKRA;GNAQ;MDM4;NAA16;SUGT1
Ast19,RNA processing (GO:0006396),53/179,7.922351679060052e-05,0.0077848316121782,1.9466009572483167,GEMIN2;HNRNPR;USP39;DUSP11;PTBP1;SYNCRIP;RSRC1;MAGOH;DHX15;MTPAP;RBM5;DDX17;MBNL1;NCBP1;SCAF11;SRRM1;SFPQ;RRAGC;XRN2;LUC7L3;TUT1;RP9;SNRPA1;ZCCHC8;RNASEL;SF3B2;NUFIP1;CSTF3;SRSF1;WBP4;U2AF1;NOL3;DROSHA;SF3B1;SRSF11;HNRNPA0;IVNS1ABP;ZRSR2;RBM39;CPSF6;RNGTT;NONO;LSM1;USB1;LSM5;MAGOHB;SMU1;SNRNP40;LSM6;NOVA1;HNRNPA2B1;HNRNPD;HNRNPC
Ast19,regulation of RIG-I signaling pathway (GO:0039535),11/19,0.00010737284948093242,0.0103555148166054,6.333719135802469,ANKRD17;USP15;SEC14L1;DHX58;GPATCH3;DDX60;PUM1;ZCCHC3;BIRC2;PUM2;BIRC3
Ast19,negative regulation of translation (GO:0017148),31/90,0.0001221963406500215,0.0113775029331408,2.4263783142671307,FTO;DDX3X;ROCK1;ROCK2;FMR1;YBX1;MALSU1;MRPL13;GIGYF2;FXR1;SYNCRIP;METTL14;PAIP2B;RIDA;RNF139;DHX36;TPR;RPS3;EIF4EBP2;NANOS1;YTHDF2;PCIF1;EIF2AK3;EIF2AK4;PUM1;CAPRIN1;EIF3E;CNOT8;CPEB2;LSM14A;CPEB4
Ast19,peptidyl-lysine modification (GO:0018205),35/106,0.00012233874121656788,0.0113775029331408,2.2773533858518342,ZNF451;SEH1L;USPL1;SUMO4;PLOD2;METTL21A;GCSH;IFIH1;SENP6;SENP7;KIAA1586;TPR;EP300;VCPKMT;ATP7A;RAE1;PIAS3;UBE2I;NSMCE2;SIRT5;NUP153;SIRT7;SENP2;SIRT1;PIAS2;TOPORS;PIAS1;SENP1;NUP50;ETFBKMT;NUP35;NUP54;EEF1AKMT2;NUP58;NUP37
Ast19,peptidyl-serine modification (GO:0018209),50/169,0.00012688316887691148,0.0114843317829689,1.9436200011919664,GSK3B;DYRK3;SMG1;POGLUT1;DYRK2;MAST4;LRRK2;RPS6KA3;HPF1;RPS6KA5;TBK1;AKT3;TLK2;TLK1;CSNK1G3;PRKCI;CSNK2A1;CHUK;PARP1;PDPK1;CSNK2A2;DYRK1A;DYRK1B;TGFBR1;LATS2;MAPKAPK3;SGK3;PRKD1;TOP1;CAMK2D;CAB39;ROCK1;TNKS;ROCK2;PRKX;STK4;TTBK2;MAPK8;STK38L;MAPK1;RICTOR;PAK2;MARK1;CSNK1A1;GALNT1;EIF2AK3;WNK1;CAMK4;PKN2;MAP3K12
Ast19,peptidyl-threonine modification (GO:0018210),25/67,0.00012789770418821073,0.0114843317829689,2.746981891348089,GSK3B;DYRK3;CAMK2D;DYRK2;ROCK1;ROCK2;TNKS;LRRK2;NLK;MAPK8;TBK1;MAPK1;MAP2K1;CSNK2A1;PDPK1;GALNT1;CSNK2A2;DYRK1A;DYRK1B;CDC42BPA;TGFBR1;WNK1;WNK3;PRKD1;MAP3K12
Ast19,negative regulation of cell cycle G1/S phase transition (GO:1902807),16/35,0.0001347865551121436,0.0115644295593836,3.881871016400231,RB1;CDKN2B;CDKN2C;CDKN2A;DCUN1D3;FAM107A;JADE1;PTEN;CDC73;DLG1;WEE1;APC;CDK4;ZNF655;BRD7;E2F7
Ast19,regulation of G1/S transition of mitotic cell cycle (GO:2000045),26/71,0.00013545126788064608,0.0115644295593836,2.6666666666666665,RB1;ANKRD17;KMT2E;DDX3X;DCUN1D3;FAM107A;JADE1;PTEN;CDC73;EGFR;BRD7;E2F7;CDKN2B;CDKN2C;CDKN2A;RDX;UBE2E2;ADAM17;DLG1;WEE1;APC;CDK4;PSME3;ZNF655;PLCB1;EIF4G1
Ast19,histone acetylation (GO:0016573),26/71,0.00013545126788064608,0.0115644295593836,2.6666666666666665,ATF2;NAA60;JADE1;YEATS4;TAF5L;ING5;ING3;WDR5;MBIP;EP300;EPC1;KAT8;KAT7;MAP3K7;NAA50;CREBBP;BRPF1;BRPF3;SUPT3H;SUPT7L;PHF20L1;MRGBP;KAT6A;HAT1;TADA3;TADA1
Ast19,intracellular protein transport (GO:0006886),87/336,0.000140850935017037,0.0118314785414311,1.6203713938322095,USP6NL;RPAIN;IPO11;C2CD5;PPP1R10;AP4E1;SNX13;HIKESHI;NXT2;IPO7;MAIP1;RAB22A;RPGR;IPO8;ARL5B;XPO1;LAMP2;TMED3;TLK1;ARFIP1;EIF2D;HOMER3;AP1S3;CCHCR1;TNPO1;VPS36;ARL5A;TMED4;TMED9;COG7;VPS33A;STX7;AP3B1;FAM91A1;RAB32;TBC1D1;TBC1D4;TBC1D5;NUP50;RABL3;RAB1A;COPA;RAB5B;SAR1A;STXBP3;STX17;SAR1B;STX16;ARL6;UNC93B1;USO1;ARL1;VPS26A;PTTG1IP;VPS26B;DNAJC27;TRAK2;LMAN1;SCFD1;RANBP3L;SNX27;SCFD2;RAB23;MYO6;TPR;STX6;E2F3;TBC1D12;RAB28;TBC1D17;SEC31B;TBC1D15;SEC31A;RABGAP1L;RIC1;SMURF1;HPS4;XPO7;RABL2B;NUP153;STAM;ARCN1;WDR11;TBCK;SRPRA;RAB3GAP2;RAB5A
Ast19,positive regulation of nucleic acid-templated transcription (GO:1903508),124/511,0.0001431263856650361,0.0118317812149763,1.4890729347071627,RORA;YEATS4;GPATCH3;HMGN5;SALL1;CREB3L2;EPC1;KAT8;EP300;BTRC;MAP3K5;KCNH2;MAP2K1;FBXW11;ZNF281;F2R;DYRK1A;RFX3;DYRK1B;MITF;MED4;POU3F1;ILF2;POU3F3;HCFC1;LBHD1;NIF3L1;TBL1XR1;KAT6A;TFAM;PHIP;UBE2V1;CLOCK;KMT2E;ENY2;CREBL2;FOXO3;HIF1A;FOXO1;GLIS2;NPAS3;SEC14L2;DVL3;NDP;SNX5;SMAD2;CREBBP;SMAD4;BRPF1;NEK4;SS18L1;HMGA2;NR1D2;NR1D1;SMARCA2;SMAD5;NFKB1;COL1A1;FUBP3;LHX2;BCL3;SP3;TADA3;HNRNPD;MAP3K12;PICALM;FANK1;KDM5A;RNF10;CALCOCO1;RNF14;RSF1;GLI1;ING1;MED17;MED12;ING5;MED14;PPP3CB;MED13;HEY1;SFR1;SIX4;SPIN1;CEP290;YAF2;MYBL1;NCOA1;CHUK;ATMIN;TFE3;RHOG;PAX6;RGMB;ARID1B;SUPT3H;TGFBR1;PPM1A;ELF1;CREB1;ZNF516;RARA;WAC;MAPRE3;PLCB1;YAP1;HDAC2;RNF6;MLLT3;EGFR;RELA;ERBB4;TP53INP1;BRD7;MAP3K2;ATF7IP;NFYA;CNBP;GTF2H1;AGT;REST;RYBP;CAMK4;NAA16
Ast19,protein transport (GO:0015031),94/369,0.00014715477577201518,0.0119747198784477,1.585855684103314,USP6NL;SYS1;SNX13;HIKESHI;RAB22A;RPGR;GOLGA4;ARL5B;CHMP1A;LAMP2;TMED3;TLK1;ARFIP1;EIF2D;ATP6V1E2;ARL5A;CEP290;RAB8A;RAB8B;TMED4;TMED9;COG7;VPS33A;STX7;GOLPH3L;AP3B1;FAM91A1;ZDHHC17;RAB32;TBC1D1;TBC1D4;TBC1D5;RABL3;TXNIP;VAMP4;BLZF1;ATP6V1A;UNC119B;RAB1A;COPA;RAB5B;SAR1A;STXBP3;STX17;LRP1;SAR1B;STX16;ARL6;UNC93B1;MTTP;USO1;SEL1L;ARL1;VPS26A;VPS26B;SNX33;DNAJC27;SNX4;SCFD1;SNX27;SCFD2;RAB23;MYO6;STX6;ATP6V1H;TBC1D12;RAB28;TBC1D17;ATP6V1D;ATP6V1C1;SEC31B;TBC1D15;SEC31A;ABCA1;BBS2;RABGAP1L;SLC10A7;RIC1;RABL2B;TVP23B;TVP23C;LRP1B;ARCN1;WDR11;VMP1;RAB10;TBCK;GOLPH3;PPT1;RAB3GAP2;COPG2;COPG1;RAMP1;RAB5A
Ast19,protein targeting to membrane (GO:0006612),30/87,0.00015256182832866353,0.0122237231067027,2.430109123301908,TRAM1;ABCD3;ARL6;PEX11B;CHM;ZDHHC6;ZDHHC24;ZDHHC21;ZDHHC2;GOLGA7B;SEC61A1;SSR1;RAB8B;ATAD1;ATG3;PRKCI;ACBD5;SSR2;PEX2;VPS37A;ZDHHC11;GDAP1;ZDHHC11B;ZDHHC15;PIKFYVE;PEX3;PARD3;PXMP2;TAOK2;SRPRA
Ast19,positive regulation of translation in response to stress (GO:0032056),5/5,0.00018206092300688653,0.0141518401047741,82125.0,IMPACT;DDX3X;EIF2AK4;EIF4G1;NCK1
Ast19,membrane organization (GO:0061024),66/242,0.00017955480322137264,0.0141518401047741,1.7364990025648332,SCARB2;UBXN2B;ITSN1;SNAP23;STON2;FNBP1L;SLC2A8;RIMS1;SERP1;TMEM43;OPA1;CHMP1A;DNM1L;AGFG1;ACTR3;CHRNB1;SUN2;PRKCI;PDCD6IP;SGIP1;ANK2;OCRL;LEMD3;TRDN;DNM3;VAMP7;CPTP;VAMP4;CHMP6;NEMP1;STAM2;CHMP7;VAMP3;SAR1A;SAR1B;VPS4B;STX18;USO1;TOR1AIP2;ATP2C1;CBL;EGFR;TOR1AIP1;FCHO2;DVL2;EPS15;KIAA0319;REPS1;HACE1;TOR1A;GCA;HUWE1;AZIN2;STAM;AP2B1;ARPC5;SYT9;PLEKHA8;CCDC88A;RABIF;REEP3;PPT1;MITD1;TMCC1;RAB5A;PICALM
Ast19,protein localization to cytoplasmic stress granule (GO:1903608),6/7,0.00019272723219014145,0.0143507356079076,27.61109554497058,TIA1;DDX3X;SSB;DHX9;DDX1;YBX1
Ast19,negative regulation of mitotic cell cycle phase transition (GO:1901991),31/92,0.0001928862312890808,0.0143507356079076,2.3465381341819933,AVEN;RB1;PSMD11;PSMD14;PSMD13;DCUN1D3;PINX1;FAM107A;JADE1;PTEN;CDC73;PSMB7;PSMD1;BRD7;E2F7;USP47;CDKN2B;CDKN2C;CDKN2A;DLG1;WEE1;PSMC6;PSMA1;APC;PSMA2;CDK4;PSME3;PSME4;PSMC2;ZNF655;FBXL7
Ast19,organelle fission (GO:0048285),13/26,0.0001880231884922752,0.0143507356079076,4.607523862998316,PRKN;PEX11A;PEX11B;MUL1;MIEF1;MTFR1L;MFF;GDAP1;DNM3;OPA1;MTFR1;TMCC1;DNM1L
Ast19,endomembrane system organization (GO:0010256),56/199,0.0002250140220300404,0.0165052538976401,1.8119260676805435,USP6NL;WASHC4;UBXN2B;LRRK2;RAB22A;SEC61A1;SERP1;TMED3;DNM1L;TMED4;RAB2A;USP8;SUN2;TMED9;COG7;EXOC8;AKTIP;COG3;COG2;GOLPH3L;LEMD3;GORASP2;ZW10;PRKD1;BLZF1;RAB1A;CUL7;STX17;ARL1;TOR1AIP2;SNX33;LMAN1;ARHGAP21;BAG5;DYM;SEC31B;LNPK;CLASP1;SEC31A;ARFGEF1;HACE1;TOR1A;CSNK1A1;EIF2AK3;HUWE1;DNAJC13;TRAPPC8;HOOK3;LYSMD3;VMP1;GOLPH3;REEP5;REEP3;TRIP11;TMCC1;LAMTOR1
Ast19,Golgi organization (GO:0007030),40/130,0.0002344747845789381,0.0169603427512098,2.0537482319660536,USP6NL;RAB1A;CUL7;UBXN2B;STX17;STX16;LRRK2;GOSR2;ARL1;ARHGAP21;LMAN1;BAG5;PDCD10;VTI1A;TMED3;STX6;DYM;CLASP1;TMED4;RAB2A;ARFGEF1;TMED9;COG7;HACE1;CSNK1A1;COG3;COG2;GOLPH3L;HUWE1;TRAPPC8;LYSMD3;VMP1;GOLPH3;GORASP2;ZW10;TRIP11;PRKD1;VAMP4;BLZF1;BET1
Ast19,regulation of translation (GO:0006417),51/178,0.0002612483186834956,0.0184728099517137,1.857226487438219,DDX3X;FMR1;LTN1;YBX1;ELAVL1;RPS6KA3;SYNCRIP;PAIP2B;METTL14;MTG1;NANOS1;TSFM;UPF1;NCBP1;NSUN3;IMPACT;CSDE1;DHX9;DDX25;DDX1;RPS27L;MALSU1;FOXO3;MRPL13;GIGYF2;GSPT1;FXR1;RIDA;RNF139;DHX36;RPS3;METTL5;EIF4E;EIF4B;PCIF1;EIF2AK3;PYM1;EIF2AK4;PUM3;CAPRIN1;BCL3;HNRNPD;PLXNB2;EIF3H;EIF3E;CNOT8;ZCCHC4;EIF4G3;LSM14A;METAP1;EIF4G1
Ast19,mitotic cell cycle phase transition (GO:0044772),58/209,0.00026247848241682314,0.0184728099517137,1.777350127196757,RB1;CEP57;CCNJ;CCP110;PPP2R2A;EPS8;ACTR1A;CDC23;PPME1;CDC27;BTRC;SKP2;CEP290;BORA;PPP1R12A;ANAPC7;FBXW11;HAUS5;HAUS2;DBF4;LATS2;CEP63;MAPRE1;PLCB1;PPP1R12B;CACUL1;CHMP7;ANAPC1;KHDRBS1;CUL5;CUL3;CUL2;GSPT1;CEP70;CEP72;E2F3;EIF4E;CLASP1;CEP78;CDKN2B;CDKN2C;CDKN2A;CEP152;FBXL17;TPD52L1;NEDD1;WEE1;CDK4;ALMS1;CCNG1;SPDYA;FBXL3;CEP41;MNAT1;CDK14;FBXL7;TAF2;CUL4B
Ast19,protein N-linked glycosylation via asparagine (GO:0018279),14/30,0.0002697418942576472,0.018730877137251,4.031978376860432,RPN2;TUSC3;ALG5;MAGT1;DDOST;UBE2J1;DPM1;LMAN1;FUT8;OSTC;STT3A;MGAT1;STT3B;UGGT2
Ast19,response to endoplasmic reticulum stress (GO:0034976),35/110,0.00027604876608722755,0.0189166049181879,2.1553672316384183,ERO1A;PRKN;GSK3B;PPP1R15B;FICD;ATF6B;UBA5;CCDC47;SEL1L;TMTC3;DERL1;PIK3R1;BBC3;OS9;RNF139;CREB3L2;UBQLN1;MAP3K5;NCK1;WFS1;RHBDD1;ATG10;DNAJB12;EIF2AK3;EIF2S1;TMCO1;ERP44;TMX1;GORASP2;TMEM117;DNAJC10;BCL2;P4HB;ATF6;MBTPS2
Ast19,establishment of protein localization to membrane (GO:0090150),25/70,0.00028406409580035327,0.0189667411657466,2.563380281690141,ARL6;CHM;ZDHHC6;ZDHHC24;ZDHHC21;SYNE3;ZDHHC2;EGFR;GOLGA7B;ATG3;PRKCI;VPS37A;BRAF;ZDHHC11;ZDHHC11B;ZDHHC15;RAB10;AFDN;PIKFYVE;GORASP2;PARD3;TAOK2;RAB3GAP2;NECTIN3;RAB3GAP1
Ast19,fatty acid catabolic process (GO:0009062),25/70,0.00028406409580035327,0.0189667411657466,2.563380281690141,ABCD3;ACAA2;ABHD3;ECI1;HSD17B4;CROT;MCEE;AUH;SCP2;ACADM;HADH;DECR1;ACBD5;MMAA;PEX2;HADHB;PLA2G15;NUDT7;PCCA;ACOX1;ILVBL;EHHADH;PCCB;ECHDC1;LPIN2
Ast19,GTP metabolic process (GO:0046039),9/15,0.0003254189027614414,0.0211847705697698,6.906477846326416,OPA1;EFL1;LRRK2;RAB23;GNAI3;MFN1;AK3;AK4;RHOQ
Ast19,positive regulation of pattern recognition receptor signaling pathway (GO:0062208),9/15,0.0003254189027614414,0.0211847705697698,6.906477846326416,ANKRD17;USP15;DHX58;ZDHHC5;DDX60;PUM1;ZCCHC3;TLR3;PUM2
Ast19,DNA repair (GO:0006281),77/298,0.00035222844278799177,0.0221201729007274,1.6139901533908194,RPAIN;DCLRE1A;WDR48;DCLRE1C;BACH1;ALKBH3;BABAM2;HPF1;POLI;NBN;POLK;FAAP100;MEN1;UPF1;USP47;SLC30A9;RFC3;PARP1;USP3;ACTR5;HUS1;LIG4;WRNIP1;CHD1L;ACTR8;SMC1A;SIRT1;INIP;REXO4;WDR33;DDB1;RAD51B;MSH3;PSME4;UBE2V1;ASF1A;FTO;TEX264;DDX1;XPA;ZBTB1;BRCC3;PDS5B;UNG;RECQL4;RAD51AP1;WRN;MAPK8;POLD2;USP1;ASCC3;PMS1;UVRAG;XRCC4;UBE2B;XRCC5;ERCC6L2;FANCL;EYA3;SMARCA5;HUWE1;RPA1;RPA2;HMGA2;GTF2H1;UBE2A;APTX;SMUG1;POLA1;PPP5C;RAD50;TDP2;ERCC4;APLF;MNAT1;RAD18;CUL4B
Ast19,protein destabilization (GO:0031648),15/34,0.0003519988092708963,0.0221201729007274,3.6382318154937914,PRKN;CREBBP;FBXW11;CUL3;DERL1;MUL1;PEX2;NR1D1;SENP2;SIRT1;CDC73;RNF139;EP300;FBXL3;BTRC
Ast19,mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427),32/99,0.0003610243272968196,0.0221201729007274,2.205130149422237,FYTTD1;SMG1;SEH1L;DDX25;SRSF1;U2AF1;SMG7;FIP1L1;MAGOH;TPR;DHX38;SYMPK;EIF4E;RAE1;SRSF11;AGFG1;UPF2;UPF1;NCBP1;CPSF2;NUP153;THOC2;MAGOHB;SRRM1;WDR33;SARNP;NUP50;HNRNPA2B1;NUP35;NUP54;NUP58;NUP37
Ast19,regulation of response to DNA damage stimulus (GO:2001020),17/41,0.00035696744994641164,0.0221201729007274,3.2651419336706016,SMG1;PARG;NEK4;FMR1;HMGA2;RPA2;WRNIP1;SIRT7;FXR1;ETAA1;BCLAF1;USP1;CRY1;USP51;KMT5A;UBE2V1;MCL1
Ast19,response to UV (GO:0009411),32/99,0.0003610243272968196,0.0221201729007274,2.205130149422237,KDM1A;FMR1;DCUN1D3;XPA;ZBTB1;PTPRK;EGFR;RELA;YY1;MAPK8;WRN;SMPD1;DHX36;PCLAF;USP1;EP300;POLK;MAP3K4;MAP4K3;MEN1;USP47;CREBBP;UBE2B;PARP1;RHBDD1;REV1;EIF2AK4;UBE2A;EIF2S1;ERCC4;BCL3;TRIM32
Ast19,negative regulation of transcription by RNA polymerase II (GO:0000122),157/684,0.000365834611262554,0.0221542634355276,1.3856689054375595,RB1;ZNF451;ZNF175;ZNF692;KDM1A;PRDM6;UBE2D3;PRDM5;ZBTB21;UBE2D1;ENO1;RBPJ;NR3C1;BACH1;IKZF5;ELK4;YY1;DACH1;SALL1;EDNRB;SOX1;DPF2;EPC1;EP300;CIR1;ZNF568;KMT5A;MEN1;ZNF684;MEF2A;ZNF281;MITF;HCFC2;HCFC1;SAP30;THAP1;THAP5;TBL1XR1;ZNF558;ZNF555;ZFPM2;PPID;URI1;CTR9;CREM;GLIS3;ZBTB1;NEDD4L;FOXO3;ZNF25;PHF21A;GLIS2;MIER3;NACC2;TPR;MIER1;HIVEP1;ZBTB7B;ZNF148;ZBTB7A;ZNF268;SKIL;MAP2K5;SMAD2;CREBBP;SMAD4;CBX5;UBE2I;ZNF140;WFS1;NR2F1;LARP7;HMGA2;NR1D2;NR1D1;SUPT5H;SMARCA2;NFKB1;DLG1;CNOT2;BHLHE40;MDM4;MXD4;ZNF254;SUV39H2;TENM2;THRB;THRA;BHLHE41;NKAP;NR2E1;PHF6;N4BP2L2;CDC73;NIPBL;HEY1;VPS72;TRPS1;ZNF248;AASS;TGIF1;NCOA5;PARP1;EED;ATRX;PAX6;PEX2;SIRT7;SIRT1;ZHX1;PPM1A;IMPACT;SFPQ;ZEB1;TRAF6;MTF2;RARA;CRY1;RARB;LCOR;ZNF599;PRKN;YAP1;HDAC2;SRF;MOSPD1;ZNF8;NR2C2;RELA;RNF2;MNT;MXI1;NRIP1;ZNF746;TAF9B;E2F7;WWOX;IL33;ZNF582;USP9X;CNBP;ZNF180;TBX6;ACVR2B;MEIS2;PER2;REST;NR6A1;BRMS1L;ZNF219;ZNF614;ZNF217;TAF7;HDGF;TAF3;FRK;TRIM33
Ast19,ERAD pathway (GO:0036503),29/87,0.0003758904192703673,0.0225015782018399,2.3078116187253244,PRKN;CCDC47;SEL1L;DERL1;DERL2;UBE2J2;UBE2J1;OS9;RNF139;TMEM67;UBQLN1;UBXN4;UGGT2;TOR1A;WFS1;AMFR;EDEM1;RHBDD1;DNAJB12;ERLIN1;YOD1;ERLIN2;TMUB2;PSMC6;JKAMP;DNAJC10;MAN1B1;STT3B;FAM8A1
Ast19,peptidyl-asparagine modification (GO:0018196),14/31,0.0004114065802014069,0.0239837065032011,3.794571914696797,RPN2;TUSC3;ALG5;MAGT1;DDOST;UBE2J1;DPM1;LMAN1;FUT8;OSTC;STT3A;MGAT1;STT3B;UGGT2
Ast19,regulation of DNA repair (GO:0006282),18/45,0.00041014408644461685,0.0239837065032011,3.0733764408209163,PARG;DHX9;EYA3;CEBPG;WRNIP1;BRCC3;DEK;SIRT7;SIRT1;EGFR;BABAM2;SMCHD1;UBR5;RPS3;USP1;KAT7;TRIP12;UBE2V1
Ast19,negative regulation of telomerase activity (GO:0051974),7/10,0.0004190701405129228,0.0239837065032011,10.739349775784753,ERCC4;SRC;PINX1;POT1;TERF1;CERS1;MEN1
Ast19,positive regulation of RIG-I signaling pathway (GO:1900246),7/10,0.0004190701405129228,0.0239837065032011,10.739349775784753,ANKRD17;USP15;DHX58;DDX60;PUM1;ZCCHC3;PUM2
Ast19,mRNA transport (GO:0051028),33/104,0.000429813125109456,0.0243311603866309,2.1460064736243547,FYTTD1;SMG1;SEH1L;DDX25;FMR1;SRSF1;U2AF1;SMG7;FIP1L1;MAGOH;TPR;DHX38;SYMPK;EIF4E;RAE1;SRSF11;AGFG1;UPF2;UPF1;NCBP1;CPSF2;NUP153;THOC2;MAGOHB;SRRM1;WDR33;SARNP;NUP50;HNRNPA2B1;NUP35;NUP54;NUP58;NUP37
Ast19,mitotic cytokinesis (GO:0000281),19/49,0.0004564630030197661,0.0255619281691069,2.919994375703037,USP8;CUL7;PDCD6IP;ROCK1;ROCK2;ARL3;CKAP2;KLHDC8B;SNX33;TTC19;SNX18;APC;RASA1;EFHC1;MITD1;EFHC2;STAMBP;ECT2;BBS4
Ast19,cellular protein localization (GO:0034613),83/329,0.0004817345976795308,0.0266901466459042,1.5632211605621211,USP6NL;LRRK2;ITSN1;SNX13;PTPRK;RAB22A;BICD2;AMOT;RPGR;NIPBL;ARL5B;TMED3;TLK1;ARFIP1;EIF2D;ARL5A;BBS4;TMED4;TMED9;COG7;VPS33A;COG3;STX7;ANK2;AP3B1;FAM91A1;ZDHHC15;RAB32;TBC1D1;RRAGC;TBC1D4;RRAGB;TBC1D5;RABL3;PIGK;VCL;RAB1A;COPA;RAB5B;SAR1A;STXBP3;STX17;SAR1B;STX16;ARL6;UNC93B1;USO1;ARL1;VPS26A;VPS26B;DNAJC27;EGFR;TM9SF4;CORO1B;TM9SF3;SCFD1;SNX27;SCFD2;RAB23;MYO6;NPHP1;STX6;TBC1D12;RAB28;TBC1D17;SEC31B;TBC1D15;SEC31A;CNTLN;BBS2;RABGAP1L;RIC1;SMURF1;RABL2B;TRAPPC8;ARCN1;WDR11;TBCK;RAB3GAP2;CPE;LAMTOR1;RAB5A;FERMT2
Ast19,glycogen biosynthetic process (GO:0005978),8/13,0.000564557293016768,0.0306272331461596,7.36529296327446,GYS2;PER2;UGP2;GBE1;PGM2;NR1D1;GYG1;PGM1
Ast19,glucan biosynthetic process (GO:0009250),8/13,0.000564557293016768,0.0306272331461596,7.36529296327446,GYS2;PER2;UGP2;GBE1;PGM2;NR1D1;GYG1;PGM1
Ast19,post-Golgi vesicle-mediated transport (GO:0006892),29/89,0.0005748785473386034,0.0308656440674169,2.2306119571348,SYS1;ARL3;SNAP23;AP4E1;CLINT1;SCFD1;AP1G1;AP1S2;CLVS2;AP1S3;STXBP6;EPS15;MON2;EXOC8;VPS13C;EXOC6B;PUM1;RAB10;RABIF;VAMP7;KIF16B;RP2;EXOC4;EXOC6;GOPC;EXOC5;ACBD3;EXOC2;EXOC1
Ast19,regulation of cytoplasmic translational elongation (GO:1900247),6/8,0.0006534020450992945,0.0347236515395625,13.80470720089661,DPH2;DPH3;DPH5;DPH6;DPH7;CPEB2
Ast19,cellular response to starvation (GO:0009267),45/158,0.0006683740449209423,0.0351605255146289,1.840206573240743,ATP6V1A;ATF2;RIPOR1;PRKAA1;MTMR3;SEH1L;PRKAA2;LRRK2;USP33;PIK3R4;FOXO3;RRP8;FOXO1;MAPK8;WRN;SESN3;LAMP2;ATP6V1H;MAPK1;SLC38A9;GAS2L1;ATP6V1E2;ATP6V1D;ATP6V1C1;MAP3K5;ATG5;MIOS;EIF2AK3;AKR1C3;INHBB;EIF2AK4;EIF2S1;SIRT1;DAP;IMPACT;RRAGC;RRAGB;VPS41;FAS;PIK3C3;PRKD1;SIK2;LAMTOR1;XPR1;CPEB4
Ast19,protein targeting to peroxisome (GO:0006625),13/29,0.0007198062545093509,0.0374875097348469,3.742928832116789,ATAD1;ACBD5;ABCD3;ZFAND6;PEX11B;PEX10;PEX2;GDAP1;PEX7;PEX3;PXMP2;LONP2;RAB8B
Ast19,mRNA export from nucleus (GO:0006406),33/107,0.0007548281038859804,0.0389222253964176,2.0586285042806782,FYTTD1;ENY2;SMG1;SEH1L;DDX25;SRSF1;U2AF1;SMG7;FIP1L1;MAGOH;TPR;DHX38;SYMPK;EIF4E;RAE1;SRSF11;AGFG1;UPF2;UPF1;NCBP1;CPSF2;NUP153;THOC2;MAGOHB;SRRM1;WDR33;SARNP;NUP50;HNRNPA2B1;NUP35;NUP54;NUP58;NUP37
Ast19,chromatin remodeling (GO:0006338),32/103,0.0007833278500692309,0.0399957984623583,2.080388625856181,RB1;KDM5A;SUV39H2;SMARCD1;HDAC2;ZBTB1;RSF1;BAZ2B;MYSM1;CHRAC1;BAHD1;SMARCAD1;ZBTB7A;KDM6A;SMARCE1;KDM4C;KDM4D;ACTR5;ATRX;SMARCA5;HMGA2;CHD1L;ACTR8;BAZ1A;HCFC2;SMARCA2;ARID1B;SIRT1;HCFC1;TADA2B;HNRNPC;TOP1
